flags,utterance,category,intent
BIM,where to check the cancellation fees?,CANCELLATION_FEE,check_cancellation_fee
BM,assistance to check the cancellation fees,CANCELLATION_FEE,check_cancellation_fee
BM,I try to check the cancellation fees,CANCELLATION_FEE,check_cancellation_fee
B,I need assistance checking the cancellation fee,CANCELLATION_FEE,check_cancellation_fee
BM,help to check the cancellation fees,CANCELLATION_FEE,check_cancellation_fee
B,I need help checking the cancellation fee,CANCELLATION_FEE,check_cancellation_fee
BMQ,need help checking the cancellation fees,CANCELLATION_FEE,check_cancellation_fee
BILM,what do I need to do to check the early termination charges?,CANCELLATION_FEE,check_cancellation_fee
BILMQ,what do i have to do to check the withdrawal penalties,CANCELLATION_FEE,check_cancellation_fee
BILQZ,where can i chck the withdrawal fee,CANCELLATION_FEE,check_cancellation_fee
B,help to check the cancellation fee,CANCELLATION_FEE,check_cancellation_fee
BLM,I try to check the early termination penalties,CANCELLATION_FEE,check_cancellation_fee
B,help checking the cancellation fee,CANCELLATION_FEE,check_cancellation_fee
BL,I have to check the early termination charge,CANCELLATION_FEE,check_cancellation_fee
BIP,where could I check the cancellation fee?,CANCELLATION_FEE,check_cancellation_fee
BIM,how can I check the cancellation fees?,CANCELLATION_FEE,check_cancellation_fee
BILM,can I see the termination charges?,CANCELLATION_FEE,check_cancellation_fee
BL,I want assistance checking the termination fee,CANCELLATION_FEE,check_cancellation_fee
BILMQ,is it possible to check the termination fees,CANCELLATION_FEE,check_cancellation_fee
BM,help me to check the cancellation fees,CANCELLATION_FEE,check_cancellation_fee
BLM,assistance to see the cancellation penalties,CANCELLATION_FEE,check_cancellation_fee
BILM,how to check the withdrawal charges?,CANCELLATION_FEE,check_cancellation_fee
BIMP,could you show me the cancellation fees?,CANCELLATION_FEE,check_cancellation_fee
BLQ,want assistance seeing the withdrawal fee,CANCELLATION_FEE,check_cancellation_fee
BIP,could you help me checking the cancellation fee?,CANCELLATION_FEE,check_cancellation_fee
BIM,what do I need to do to check the cancellation fees?,CANCELLATION_FEE,check_cancellation_fee
BM,I want assistance to check the cancellation fees,CANCELLATION_FEE,check_cancellation_fee
BIM,can you help me to check the cancellation fees?,CANCELLATION_FEE,check_cancellation_fee
BIP,could I check the cancellation fee?,CANCELLATION_FEE,check_cancellation_fee
BLQ,want assistance seeing the early termination fee,CANCELLATION_FEE,check_cancellation_fee
BILQ,how do i see the termination penalty,CANCELLATION_FEE,check_cancellation_fee
BLQ,want assistance to check the cancellation charge,CANCELLATION_FEE,check_cancellation_fee
BILMQ,where do i check the early exit penalties,CANCELLATION_FEE,check_cancellation_fee
BM,I want help checking the cancellation fees,CANCELLATION_FEE,check_cancellation_fee
B,help me check the cancellation fee,CANCELLATION_FEE,check_cancellation_fee
BM,assistance checking the cancellation fees,CANCELLATION_FEE,check_cancellation_fee
BEM,I do not know how to check the cancellation fees,CANCELLATION_FEE,check_cancellation_fee
BLM,I need assistance seeing the termination penalties,CANCELLATION_FEE,check_cancellation_fee
BLQZ,wanna check the cancellationcharge,CANCELLATION_FEE,check_cancellation_fee
BL,I don't know what to do to see the early exit charge,CANCELLATION_FEE,check_cancellation_fee
BCILMQ,i have to check the termination fees how to do it,CANCELLATION_FEE,check_cancellation_fee
BLW,I need assistance seeing the fucking early exit fee,CANCELLATION_FEE,check_cancellation_fee
B,show me the cancellation fee,CANCELLATION_FEE,check_cancellation_fee
BLMZ,I try to see ther cancellation penalties,CANCELLATION_FEE,check_cancellation_fee
BI,where to check the cancellation fee?,CANCELLATION_FEE,check_cancellation_fee
BL,I want assistance to check the early termination fee,CANCELLATION_FEE,check_cancellation_fee
BILM,how can I see the early termination penalties?,CANCELLATION_FEE,check_cancellation_fee
BLM,I don't know what I have to do to see the cancellation fees,CANCELLATION_FEE,check_cancellation_fee
BL,I need help to see the early exit penalty,CANCELLATION_FEE,check_cancellation_fee
BLQ,i want help checking the termination fee,CANCELLATION_FEE,check_cancellation_fee
BIM,where do I check the cancellation fees?,CANCELLATION_FEE,check_cancellation_fee
BELQW,i do not know how to see the fucking withdrawal penalty,CANCELLATION_FEE,check_cancellation_fee
BLQ,want help to check the cancellation penalty,CANCELLATION_FEE,check_cancellation_fee
BIP,how could I check the cancellation fee?,CANCELLATION_FEE,check_cancellation_fee
BIP,will you show me the cancellation fee?,CANCELLATION_FEE,check_cancellation_fee
BLMQ,i want assistance seeing the termination penalties,CANCELLATION_FEE,check_cancellation_fee
BLMQ,want help seeing the termination charges,CANCELLATION_FEE,check_cancellation_fee
BQZ,i have got to check the czncellation fee,CANCELLATION_FEE,check_cancellation_fee
BI,how much does it cost to break the contract?,CANCELLATION_FEE,check_cancellation_fee
BIM,can I check the cancellation fees?,CANCELLATION_FEE,check_cancellation_fee
BL,I want assistance to check the withdrawal fee,CANCELLATION_FEE,check_cancellation_fee
BIM,are there cancellation fees?,CANCELLATION_FEE,check_cancellation_fee
BILM,what are the fees for breaking the contract?,CANCELLATION_FEE,check_cancellation_fee
BM,checking cancellation fees,CANCELLATION_FEE,check_cancellation_fee
BL,I want assistance to see the cancellation penalty,CANCELLATION_FEE,check_cancellation_fee
BIMP,could you help me checking the cancellation fees?,CANCELLATION_FEE,check_cancellation_fee
BLZ,I don't know what to do to check  the withdrawal penalty,CANCELLATION_FEE,check_cancellation_fee
B,I am trying to check the cancellation fee,CANCELLATION_FEE,check_cancellation_fee
BIMP,could I check the cancellation fees?,CANCELLATION_FEE,check_cancellation_fee
BELQ,i do not know how i can check the withdrawal charge,CANCELLATION_FEE,check_cancellation_fee
BL,I have got to see the cancellation penalty,CANCELLATION_FEE,check_cancellation_fee
BL,I am trying to check the early exit charge,CANCELLATION_FEE,check_cancellation_fee
BLMQ,want assistance seeing the termination penalties,CANCELLATION_FEE,check_cancellation_fee
BI,how much would you charge me if I broke the contract?,CANCELLATION_FEE,check_cancellation_fee
BI,how much will you charge me for breaking the contract?,CANCELLATION_FEE,check_cancellation_fee
BILZ,where to cjeck the early exit fee?,CANCELLATION_FEE,check_cancellation_fee
BM,I need help checking the cancellation fees,CANCELLATION_FEE,check_cancellation_fee
BILQ,how do i see the cancellation charge,CANCELLATION_FEE,check_cancellation_fee
BEM,I do not know what to do to check the cancellation fees,CANCELLATION_FEE,check_cancellation_fee
BM,cancellation fees,CANCELLATION_FEE,check_cancellation_fee
BILMQ,what do i need to do to check the termination penalties,CANCELLATION_FEE,check_cancellation_fee
BI,can you help me check the cancellation fee?,CANCELLATION_FEE,check_cancellation_fee
BIM,can you show me the cancellation fees?,CANCELLATION_FEE,check_cancellation_fee
BL,assistance seeing the termination penalty,CANCELLATION_FEE,check_cancellation_fee
BP,I don't know how I could check the cancellation fee,CANCELLATION_FEE,check_cancellation_fee
BEL,I do not know how I can see the withdrawal fee,CANCELLATION_FEE,check_cancellation_fee
BLM,help seeing the cancellation penalties,CANCELLATION_FEE,check_cancellation_fee
BILQ,where can i check the termination fee,CANCELLATION_FEE,check_cancellation_fee
BLMQ,need assistance to check the early exit fees,CANCELLATION_FEE,check_cancellation_fee
BCEILZ,"I cannot find the termination charge, can I get some help ?",CANCELLATION_FEE,check_cancellation_fee
BLM,I want to check the early termination fees,CANCELLATION_FEE,check_cancellation_fee
BI,can you show me the cancellation fee?,CANCELLATION_FEE,check_cancellation_fee
BL,help me to see the termination charge,CANCELLATION_FEE,check_cancellation_fee
BILQ,is it possible to see the early termination penalty,CANCELLATION_FEE,check_cancellation_fee
BLM,I can't find the early exit penalties,CANCELLATION_FEE,check_cancellation_fee
BM,I need help to check the cancellation fees,CANCELLATION_FEE,check_cancellation_fee
B,assistance to check the cancellation fee,CANCELLATION_FEE,check_cancellation_fee
BLMQ,i dont know how i can check the cancellation charges,CANCELLATION_FEE,check_cancellation_fee
BLM,I don't know what to do to see the early exit charges,CANCELLATION_FEE,check_cancellation_fee
B,I have got to check the cancellation fee,CANCELLATION_FEE,check_cancellation_fee
BKM,check cancellation fees,CANCELLATION_FEE,check_cancellation_fee
B,I have to check the cancellation fee,CANCELLATION_FEE,check_cancellation_fee
BIMP,will you show me the cancellation fees?,CANCELLATION_FEE,check_cancellation_fee
BKL,show early exit penalty,CANCELLATION_FEE,check_cancellation_fee
BIL,where can I check the withdrawal charge?,CANCELLATION_FEE,check_cancellation_fee
BLMQZ,I'm tryying to see the early exit fees,CANCELLATION_FEE,check_cancellation_fee
BIL,what do I need to do to see the cancellation penalty?,CANCELLATION_FEE,check_cancellation_fee
BLQ,need assistance checking the cancellation penalty,CANCELLATION_FEE,check_cancellation_fee
BE,I do not know how I can check the cancellation fee,CANCELLATION_FEE,check_cancellation_fee
BLM,checking early termination penalties,CANCELLATION_FEE,check_cancellation_fee
BI,can I check the cancellation fee?,CANCELLATION_FEE,check_cancellation_fee
BL,help me to see the withdrawal charge,CANCELLATION_FEE,check_cancellation_fee
BELMZ,I do not know what I have to do to see the cancellatino fees,CANCELLATION_FEE,check_cancellation_fee
BIM,what are the charges for breaking the contract?,CANCELLATION_FEE,check_cancellation_fee
B,I don't know what I need to do to check the cancellation fee,CANCELLATION_FEE,check_cancellation_fee
BCELMQZ,i cannot find the termination penaltiesi need help,CANCELLATION_FEE,check_cancellation_fee
BLMQZ,i dont know how to see the early exiut charges,CANCELLATION_FEE,check_cancellation_fee
BL,help me seeing the termination fee,CANCELLATION_FEE,check_cancellation_fee
BILMQW,can uhelp me check the damn early exit penalties,CANCELLATION_FEE,check_cancellation_fee
BLM,I want assistance to see the withdrawal penalties,CANCELLATION_FEE,check_cancellation_fee
BELMQ,i do not know how i can see the early termination charges,CANCELLATION_FEE,check_cancellation_fee
BELM,I do not know how I can see the early termination fees,CANCELLATION_FEE,check_cancellation_fee
BCELZ,"I cannot find the withdrawal charge, I neerd assistance",CANCELLATION_FEE,check_cancellation_fee
B,I need to check the cancellation fee,CANCELLATION_FEE,check_cancellation_fee
BIP,would it be possible to check the cancellation fee?,CANCELLATION_FEE,check_cancellation_fee
BI,can you help me checking the cancellation fee?,CANCELLATION_FEE,check_cancellation_fee
BLQ,i want assistance seeing the early exit penalty,CANCELLATION_FEE,check_cancellation_fee
BLM,I want help seeing the cancellation penalties,CANCELLATION_FEE,check_cancellation_fee
BCLMQ,need to see the termination fees help me,CANCELLATION_FEE,check_cancellation_fee
BL,assistance to see the cancellation penalty,CANCELLATION_FEE,check_cancellation_fee
BLZ,I need  assistance to see the termination penalty,CANCELLATION_FEE,check_cancellation_fee
BL,see the termination fee,CANCELLATION_FEE,check_cancellation_fee
BELMQZ,i do not know how i can se the withdrawal fees,CANCELLATION_FEE,check_cancellation_fee
B,help me checking the cancellation fee,CANCELLATION_FEE,check_cancellation_fee
BI,what do I have to do to check the cancellation fee?,CANCELLATION_FEE,check_cancellation_fee
B,checking cancellation fee,CANCELLATION_FEE,check_cancellation_fee
BILQ,can ya help me check the withdrawal charge,CANCELLATION_FEE,check_cancellation_fee
B,I don't know what I have to do to check the cancellation fee,CANCELLATION_FEE,check_cancellation_fee
BE,I do not know what to do to check the cancellation fee,CANCELLATION_FEE,check_cancellation_fee
BE,I do not know how I can find the invoice from January,INVOICE,check_invoice
BM,assistance taking a quick look at the invoices from May,INVOICE,check_invoice
BM,I need to check the invoices,INVOICE,check_invoice
BM,I have got to find the invoices,INVOICE,check_invoice
BIP,where could I check the invoice from last month?,INVOICE,check_invoice
BM,I can't find the invoices from five purchases ago,INVOICE,check_invoice
B,help taking a quick look at the invoice from last month,INVOICE,check_invoice
BM,I don't know how to check the invoices from six months ago,INVOICE,check_invoice
